material_number	material_number_text	brand	product_area	core_segment	component	component_text	manufactoring_location	characteristic_value	material_weight	packaging_code	packaging_category
23071760	DMAPL2050-P25	DIA	PA1	HammerDrillingsmall	6035834U34	Plastic Tube Top Part	Lct (Lincolnton)	HDPE 01	25.0	PCode_439983	Unassigned
23071760	DMAPL2050-P25	DIA	PA1	HammerDrillingsmall	6035834U38	Plastic Tube Bottom Part	Lct (Lincolnton)	HDPE 01	22.0	PCode_252685	Unassigned
23071760	DMAPL2050-P25	DIA	PA1	HammerDrillingsmall	6035834U34	Plastic Tube Top Part	Lct (Lincolnton)	HDPE 01	25.0	PCode_439983	Unassigned
23071760	DMAPL2050-P25	DIA	PA1	HammerDrillingsmall	6035911X20	Label	Lct (Lincolnton)	PP	1.87	PCode_440854	Unassigned
23071760	DMAPL2050-P25	DIA	PA1	HammerDrillingsmall	2610067581	Label	Lct (Lincolnton)	POLYESTER LAMINATE OVERLAY	1.87	PCode_440854	Unassigned
23071760	DMAPL2050-P25	DIA	PA1	HammerDrillingsmall	1609428849	Corrugated carton   9995608	Lct (Lincolnton)	CORRUGATED	179.62	PCode_304109	Unassigned
32176041	DMAPL2060	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
32176041	DMAPL2060	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
32176041	DMAPL2060	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
32176041	DMAPL2060	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
32176041	DMAPL2060	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
32176041	DMAPL2060	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
32176041	DMAPL2060	DIA	PA1	HammerDrillingsmall	1609428844	Corrugated carton   9995603	Lct (Lincolnton)	CORRUGATED	383.74	PCode_304109	Unassigned
61920370	DMAPL2070	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
61920370	DMAPL2070	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
61920370	DMAPL2070	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
61920370	DMAPL2070	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
61920370	DMAPL2070	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
61920370	DMAPL2070	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
61920370	DMAPL2070	DIA	PA1	HammerDrillingsmall	1609519167	Corrugated carton   SHIP	Lct (Lincolnton)	CORRUGATED	280.77	PCode_304109	Unassigned
51087371	DMAPL2100	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
51087371	DMAPL2100	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
51087371	DMAPL2100	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
51087371	DMAPL2100	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
51087371	DMAPL2100	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
51087371	DMAPL2100	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
51087371	DMAPL2100	DIA	PA1	HammerDrillingsmall	1609428845	Corrugated carton   9995604	Lct (Lincolnton)	CORRUGATED	330.22	PCode_304109	Unassigned
85121379	DMAPL2120	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
85121379	DMAPL2120	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
85121379	DMAPL2120	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
85121379	DMAPL2120	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
85121379	DMAPL2120	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
85121379	DMAPL2120	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
85121379	DMAPL2120	DIA	PA1	HammerDrillingsmall	1609519167	Corrugated carton   SHIP	Lct (Lincolnton)	CORRUGATED	280.77	PCode_304109	Unassigned
65987944	DMAPL2130	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
65987944	DMAPL2130	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
65987944	DMAPL2130	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
65987944	DMAPL2130	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
65987944	DMAPL2130	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
65987944	DMAPL2130	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
65987944	DMAPL2130	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
68393438	DMAPL2140	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
68393438	DMAPL2140	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
68393438	DMAPL2140	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
68393438	DMAPL2140	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
68393438	DMAPL2140	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
68393438	DMAPL2140	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
68393438	DMAPL2140	DIA	PA1	HammerDrillingsmall	1609428845	Corrugated carton   9995604	Lct (Lincolnton)	CORRUGATED	330.22	PCode_304109	Unassigned
48268377	DMAPL2150	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
48268377	DMAPL2150	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
48268377	DMAPL2150	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
48268377	DMAPL2150	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
48268377	DMAPL2150	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
48268377	DMAPL2150	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
48268377	DMAPL2150	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
89592941	DMAPL2160	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
89592941	DMAPL2160	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
89592941	DMAPL2160	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
89592941	DMAPL2160	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
89592941	DMAPL2160	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
89592941	DMAPL2160	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
89592941	DMAPL2160	DIA	PA1	HammerDrillingsmall	1609519167	Corrugated carton   SHIP	Lct (Lincolnton)	CORRUGATED	280.77	PCode_304109	Unassigned
94392942	DMAPL2180	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
94392942	DMAPL2180	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
94392942	DMAPL2180	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
94392942	DMAPL2180	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
94392942	DMAPL2180	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
94392942	DMAPL2180	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
94392942	DMAPL2180	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
61681638	DMAPL2190	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
61681638	DMAPL2190	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
61681638	DMAPL2190	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
61681638	DMAPL2190	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
61681638	DMAPL2190	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
61681638	DMAPL2190	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
61681638	DMAPL2190	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
21890654	DMAPL2200	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
21890654	DMAPL2200	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
21890654	DMAPL2200	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
21890654	DMAPL2200	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
21890654	DMAPL2200	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
21890654	DMAPL2200	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
21890654	DMAPL2200	DIA	PA1	HammerDrillingsmall	1609519167	Corrugated carton   SHIP	Lct (Lincolnton)	CORRUGATED	280.77	PCode_304109	Unassigned
67846002	DMAPL2220	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
67846002	DMAPL2220	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
67846002	DMAPL2220	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
67846002	DMAPL2220	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
67846002	DMAPL2220	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
67846002	DMAPL2220	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
67846002	DMAPL2220	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
70620684	DMAPL2220-P25	DIA	PA1	HammerDrillingsmall	6035834U36	Plastic Tube Top Part	Lct (Lincolnton)	HDPE 01	28.0	PCode_439983	Unassigned
70620684	DMAPL2220-P25	DIA	PA1	HammerDrillingsmall	6035834U40	Plastic Tube Bottom Part	Lct (Lincolnton)	HDPE 01	26.3	PCode_252685	Unassigned
70620684	DMAPL2220-P25	DIA	PA1	HammerDrillingsmall	6035911X21	Label	Lct (Lincolnton)	PP	2.71	PCode_440854	Unassigned
70620684	DMAPL2220-P25	DIA	PA1	HammerDrillingsmall	2610067582	Label	Lct (Lincolnton)	POLYESTER LAMINATE OVERLAY	2.71	PCode_440854	Unassigned
70620684	DMAPL2220-P25	DIA	PA1	HammerDrillingsmall	1609432408	Plastic Tube Bottom Part 65X127BOTTOM	Lct (Lincolnton)	HDPE	35.0	PCode_252685	Unassigned
70620684	DMAPL2220-P25	DIA	PA1	HammerDrillingsmall	1609428844	Corrugated carton   9995603	Lct (Lincolnton)	CORRUGATED	383.74	PCode_304109	Unassigned
70620684	DMAPL2220-P25	DIA	PA1	HammerDrillingsmall	1609432306	Plastic Tube Top Part 65X127TOPWHANG	Lct (Lincolnton)	HDPE	35.0	PCode_439983	Unassigned
25926150	DMAPL2230	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
25926150	DMAPL2230	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
25926150	DMAPL2230	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
25926150	DMAPL2230	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
25926150	DMAPL2230	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
25926150	DMAPL2230	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
25926150	DMAPL2230	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
53615688	DMAPL2240	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
53615688	DMAPL2240	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
53615688	DMAPL2240	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
53615688	DMAPL2240	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
53615688	DMAPL2240	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
53615688	DMAPL2240	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
53615688	DMAPL2240	DIA	PA1	HammerDrillingsmall	1609519167	Corrugated carton   SHIP	Lct (Lincolnton)	CORRUGATED	280.77	PCode_304109	Unassigned
31667928	DMAPL2280	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
31667928	DMAPL2280	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
31667928	DMAPL2280	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
31667928	DMAPL2280	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
31667928	DMAPL2280	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
31667928	DMAPL2280	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
31667928	DMAPL2280	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
98692066	DMAPL2290	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
98692066	DMAPL2290	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
98692066	DMAPL2290	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
98692066	DMAPL2290	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
98692066	DMAPL2290	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
98692066	DMAPL2290	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
98692066	DMAPL2290	DIA	PA1	HammerDrillingsmall	1609519167	Corrugated carton   SHIP	Lct (Lincolnton)	CORRUGATED	280.77	PCode_304109	Unassigned
77335583	DMAPL2300	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
77335583	DMAPL2300	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
77335583	DMAPL2300	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
77335583	DMAPL2300	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
77335583	DMAPL2300	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
77335583	DMAPL2300	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
77335583	DMAPL2300	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
49422906	DMAPL2300-P25	DIA	PA1	HammerDrillingsmall	6035834U42	Plastic Tube Top Part	Lct (Lincolnton)	HDPE 01	43.0	PCode_439983	Unassigned
49422906	DMAPL2300-P25	DIA	PA1	HammerDrillingsmall	6035834U43	Plastic Tube Bottom Part	Lct (Lincolnton)	HDPE 01	41.0	PCode_252685	Unassigned
49422906	DMAPL2300-P25	DIA	PA1	HammerDrillingsmall	6035911X21	Label	Lct (Lincolnton)	PP	2.71	PCode_440854	Unassigned
49422906	DMAPL2300-P25	DIA	PA1	HammerDrillingsmall	2610067582	Label	Lct (Lincolnton)	POLYESTER LAMINATE OVERLAY	2.71	PCode_440854	Unassigned
49422906	DMAPL2300-P25	DIA	PA1	HammerDrillingsmall	1609428807	Corrugated carton   9995532	Lct (Lincolnton)	CORRUGATED	179.31	PCode_304109	Unassigned
49422906	DMAPL2300-P25	DIA	PA1	HammerDrillingsmall	1609432306	Plastic Tube Top Part 65X127TOPWHANG	Lct (Lincolnton)	HDPE	35.0	PCode_439983	Unassigned
49422906	DMAPL2300-P25	DIA	PA1	HammerDrillingsmall	1609432408	Plastic Tube Bottom Part 65X127BOTTOM	Lct (Lincolnton)	HDPE	35.0	PCode_252685	Unassigned
42389990	DMAPL2320	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
42389990	DMAPL2320	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
42389990	DMAPL2320	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
42389990	DMAPL2320	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
42389990	DMAPL2320	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
42389990	DMAPL2320	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
42389990	DMAPL2320	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
25544176	DMAPL2360	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
25544176	DMAPL2360	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
25544176	DMAPL2360	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
25544176	DMAPL2360	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
25544176	DMAPL2360	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
25544176	DMAPL2360	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
25544176	DMAPL2360	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
15696580	DMAPL2380	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
15696580	DMAPL2380	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
15696580	DMAPL2380	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
15696580	DMAPL2380	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
15696580	DMAPL2380	DIA	PA1	HammerDrillingsmall	2610067580	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
15696580	DMAPL2380	DIA	PA1	HammerDrillingsmall	2610066334	Label	Lct (Lincolnton)	POLYESTER OVERLAY ON 60# LABEL	0.28	PCode_440854	Unassigned
15696580	DMAPL2380	DIA	PA1	HammerDrillingsmall	1609428893	Corrugated carton   9995679	Lct (Lincolnton)	CORRUGATED	238.74	PCode_304109	Unassigned
63840617	DMAPL2400	DIA	PA1	HammerDrillingsmall	6035911X29	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
63840617	DMAPL2400	DIA	PA1	HammerDrillingsmall	6035911X26	Label	Lct (Lincolnton)	PP	0.28	PCode_440854	Unassigned
63840617	DMAPL2400	DIA	PA1	HammerDrillingsmall	2610057519	Hangtag             SDS+Safety	Lct (Lincolnton)	PP (3.5% CACO3)	12.0	PCode_683060	Unassigned
